UserID,UserName,Age,AgeGroup,Gender,Email,TotalEnrollments,TotalSpend,FavoriteCategory,DominantLevel,FreeCoursesTaken,PaidCoursesTaken,FirstEnrollmentDate,LastEnrollmentDate,ActivityTier
U00345,whiteheadjessica,16,<18,Male,carolanderson@outlook.com,15,1367.21,Programming,Beginner,11,4,2025-01-02,2025-10-13,Power Learner (8+)
U00346,marymcclain,33,26–35,Female,george34@outlook.com,3,326.02,Business,Intermediate,2,1,2025-04-09,2025-08-14,Moderate (2-3)
U00347,dorothy78,32,26–35,Female,turnermarcus@gmail.com,2,346.71,Marketing,Intermediate,1,1,2025-01-22,2025-10-01,Moderate (2-3)
U00348,wigginsearl,30,26–35,Female,bradyjason@outlook.com,1,299.57,Data Science,Beginner,0,1,2025-04-14,2025-04-14,Single-Course (1)
U00349,fostermichael,28,26–35,Male,fwhite@outlook.com,1,0.0,Machine Learning,Beginner,1,0,2025-09-05,2025-09-05,Single-Course (1)
U00350,fmartin,17,<18,Male,jamiehopkins@outlook.com,2,89.59,Artificial Intelligence,Beginner,1,1,2025-04-22,2025-10-13,Moderate (2-3)
U00351,carlsonjason,18,18–25,Female,juan61@gmail.com,13,777.0999999999999,Cybersecurity,Advanced,9,4,2025-02-07,2025-12-20,Power Learner (8+)
U00352,danderson,28,26–35,Male,michael93@yahoo.com,15,1009.69,Business,Beginner,11,4,2025-01-21,2025-12-13,Power Learner (8+)
U00353,webbcharles,34,26–35,Female,jeffrey93@hotmail.com,14,918.3100000000001,Digital Marketing,Beginner,11,3,2025-05-09,2025-12-22,Power Learner (8+)
U00354,elizabeth42,35,26–35,Male,christopheralexander@outlook.com,2,0.0,Digital Marketing,Beginner,2,0,2025-06-30,2025-09-26,Moderate (2-3)
U00355,johnsonfrederick,15,<18,Female,brenda96@gmail.com,1,0.0,Design,Advanced,1,0,2025-11-12,2025-11-12,Single-Course (1)
U00356,donaldjacobs,21,18–25,Female,lhull@yahoo.com,15,619.16,Artificial Intelligence,Advanced,11,4,2025-01-24,2025-12-22,Power Learner (8+)
U00357,ychavez,15,<18,Female,gjohnson@yahoo.com,15,2191.9799999999996,Artificial Intelligence,Beginner,6,9,2025-01-04,2025-12-16,Power Learner (8+)
U00358,johnmcdonald,19,18–25,Male,tylerpatterson@outlook.com,1,0.0,Project Management,Intermediate,1,0,2025-07-22,2025-07-22,Single-Course (1)
U00359,jeremiahshaw,29,26–35,Female,david28@outlook.com,1,0.0,Programming,Beginner,1,0,2025-07-23,2025-07-23,Single-Course (1)
U00360,qburke,32,26–35,Male,waterskenneth@outlook.com,1,0.0,Data Science,Intermediate,1,0,2025-04-19,2025-04-19,Single-Course (1)
U00361,pmoon,18,18–25,Female,cunninghamandrew@outlook.com,1,0.0,Marketing,Intermediate,1,0,2025-08-14,2025-08-14,Single-Course (1)
U00362,eugene97,16,<18,Male,felicia89@gmail.com,13,1113.03,Programming,Advanced,8,5,2025-01-15,2025-11-26,Power Learner (8+)
U00363,haysbarbara,32,26–35,Female,kennedybryan@hotmail.com,1,0.0,Design,Advanced,1,0,2025-11-12,2025-11-12,Single-Course (1)
U00364,cynthiamiller,34,26–35,Male,brenda08@outlook.com,1,0.0,Project Management,Beginner,1,0,2025-04-20,2025-04-20,Single-Course (1)
U00365,bfox,30,26–35,Female,hchapman@outlook.com,13,500.28,Marketing,Advanced,10,3,2025-03-09,2025-12-30,Power Learner (8+)
U00366,gerald45,28,26–35,Male,lewisanthony@hotmail.com,2,0.0,Artificial Intelligence,Beginner,2,0,2025-02-05,2025-06-26,Moderate (2-3)
U00367,robert90,21,18–25,Male,tiffany36@hotmail.com,1,0.0,Web Development,Advanced,1,0,2025-07-03,2025-07-03,Single-Course (1)
U00368,michael12,26,26–35,Male,burchbrian@outlook.com,1,0.0,Design,Advanced,1,0,2025-03-18,2025-03-18,Single-Course (1)
U00369,beckerterry,19,18–25,Male,yoconnell@yahoo.com,4,0.0,Business,Advanced,4,0,2025-07-20,2025-09-09,Active (4-7)
U00370,bstevens,17,<18,Male,huffmanchristopher@outlook.com,2,606.96,Business,Intermediate,0,2,2025-02-01,2025-11-10,Moderate (2-3)
U00371,grayandrea,17,<18,Female,jay48@hotmail.com,1,0.0,Data Science,Intermediate,1,0,2025-08-22,2025-08-22,Single-Course (1)
U00372,bpatrick,23,18–25,Male,jonathan64@yahoo.com,1,0.78,Machine Learning,Advanced,0,1,2025-07-27,2025-07-27,Single-Course (1)
U00373,daniel56,26,26–35,Female,valerie64@yahoo.com,1,0.0,Business,Advanced,1,0,2025-10-28,2025-10-28,Single-Course (1)
U00374,hmarsh,28,26–35,Female,chelseywarren@outlook.com,1,0.0,Artificial Intelligence,Beginner,1,0,2025-12-05,2025-12-05,Single-Course (1)
U00375,powellmatthew,34,26–35,Female,jjohnson@hotmail.com,1,326.02,Business,Intermediate,0,1,2025-10-25,2025-10-25,Single-Course (1)
U00376,jeffrey59,29,26–35,Male,xbradley@hotmail.com,1,0.0,Design,Beginner,1,0,2025-01-07,2025-01-07,Single-Course (1)
U00377,andersondonald,21,18–25,Female,anthony75@yahoo.com,1,177.34,Digital Marketing,Advanced,0,1,2025-10-12,2025-10-12,Single-Course (1)
U00378,cookjoseph,21,18–25,Female,kathleen96@outlook.com,2,0.0,Business,Intermediate,2,0,2025-07-05,2025-11-01,Moderate (2-3)
U00379,garciajohn,20,18–25,Male,sharonmejia@yahoo.com,14,3054.3700000000003,Marketing,Beginner,6,8,2025-02-06,2025-12-14,Power Learner (8+)
U00380,rebeccabowman,23,18–25,Female,morganstephenson@gmail.com,1,0.78,Machine Learning,Advanced,0,1,2025-01-23,2025-01-23,Single-Course (1)
U00381,richardsondanny,32,26–35,Male,emily94@yahoo.com,1,0.0,Design,Advanced,1,0,2025-05-06,2025-05-06,Single-Course (1)
U00382,martinpayne,25,18–25,Male,christopher66@outlook.com,3,394.26,Cybersecurity,Beginner,2,1,2025-03-23,2025-11-29,Moderate (2-3)
U00383,michael40,29,26–35,Female,kaitlynanderson@hotmail.com,15,1668.3999999999999,Artificial Intelligence,Advanced,8,7,2025-01-26,2025-12-18,Power Learner (8+)
U00384,joshuamiller,32,26–35,Female,michael54@gmail.com,2,299.57,Data Science,Beginner,1,1,2025-05-08,2025-10-26,Moderate (2-3)
U00385,melissa61,20,18–25,Male,bruce80@gmail.com,1,0.0,Machine Learning,Intermediate,1,0,2025-01-07,2025-01-07,Single-Course (1)
U00386,gary74,29,26–35,Female,cassandra26@yahoo.com,2,299.57,Data Science,Beginner,1,1,2025-09-03,2025-10-24,Moderate (2-3)
U00387,elliottjacob,29,26–35,Female,jmiller@yahoo.com,1,0.78,Machine Learning,Advanced,0,1,2025-08-10,2025-08-10,Single-Course (1)
U00388,jbennett,18,18–25,Male,christina14@outlook.com,1,342.61,Project Management,Intermediate,0,1,2025-01-07,2025-01-07,Single-Course (1)
U00389,qhunt,27,26–35,Female,griffithebony@gmail.com,1,0.0,Cybersecurity,Intermediate,1,0,2025-11-14,2025-11-14,Single-Course (1)
U00390,newtonjohnny,18,18–25,Female,cooperthomas@yahoo.com,3,0.0,Web Development,Beginner,3,0,2025-03-02,2025-09-18,Moderate (2-3)
U00391,morrisonronald,19,18–25,Female,karenhicks@gmail.com,1,0.0,Cybersecurity,Intermediate,1,0,2025-08-15,2025-08-15,Single-Course (1)
U00392,coleamanda,19,18–25,Female,lgonzales@hotmail.com,1,327.99,Project Management,Beginner,0,1,2025-09-09,2025-09-09,Single-Course (1)
U00393,ryan80,30,26–35,Male,janice29@gmail.com,1,0.0,Cybersecurity,Beginner,1,0,2025-02-26,2025-02-26,Single-Course (1)
U00394,dianaeverett,30,26–35,Female,ubutler@yahoo.com,11,38.67,Business,Beginner,9,2,2025-01-29,2025-12-05,Power Learner (8+)
U00395,karenholder,22,18–25,Female,david38@hotmail.com,1,0.0,Cybersecurity,Beginner,1,0,2025-12-26,2025-12-26,Single-Course (1)
U00396,soliskaren,30,26–35,Male,carrollandrew@gmail.com,2,0.0,Finance,Intermediate,2,0,2025-11-12,2025-12-25,Moderate (2-3)
U00397,padams,16,<18,Male,whitakerbonnie@yahoo.com,1,37.89,Web Development,Advanced,0,1,2025-02-11,2025-02-11,Single-Course (1)
U00398,brandon42,27,26–35,Female,qsmith@yahoo.com,3,117.68,Cybersecurity,Beginner,2,1,2025-05-24,2025-10-21,Moderate (2-3)
U00399,xgraham,31,26–35,Female,hmiller@yahoo.com,12,1648.36,Artificial Intelligence,Advanced,6,6,2025-02-06,2025-12-06,Power Learner (8+)
U00400,ann81,23,18–25,Male,porterrachel@yahoo.com,2,0.0,Machine Learning,Beginner,2,0,2025-04-09,2025-05-20,Moderate (2-3)
U00401,christina44,21,18–25,Female,beth28@gmail.com,2,0.0,Data Science,Beginner,2,0,2025-02-02,2025-12-08,Moderate (2-3)
U00402,mary54,23,18–25,Male,thompsonclaudia@hotmail.com,2,0.0,Finance,Advanced,2,0,2025-08-20,2025-09-16,Moderate (2-3)
U00403,stevencruz,34,26–35,Female,hamiltonbrenda@outlook.com,1,0.0,Finance,Intermediate,1,0,2025-05-08,2025-05-08,Single-Course (1)
U00404,lucerojonathan,21,18–25,Female,christy17@yahoo.com,14,1617.6399999999996,Finance,Advanced,6,8,2025-02-03,2025-12-29,Power Learner (8+)
U00405,douglasholmes,24,18–25,Male,xyang@hotmail.com,2,689.3199999999999,Project Management,Intermediate,0,2,2025-05-28,2025-12-04,Moderate (2-3)
U00406,miranda71,33,26–35,Male,markguerrero@gmail.com,15,1417.44,Data Science,Beginner,10,5,2025-01-10,2025-12-10,Power Learner (8+)
U00407,zlopez,23,18–25,Male,martinezchristopher@outlook.com,15,1611.9799999999998,Artificial Intelligence,Intermediate,8,7,2025-02-17,2025-12-27,Power Learner (8+)
U00408,jacquelinelee,19,18–25,Female,phillipsdonna@yahoo.com,1,0.0,Business,Advanced,1,0,2025-06-07,2025-06-07,Single-Course (1)
U00409,jenniferolson,35,26–35,Male,manuelcurtis@yahoo.com,2,0.0,Finance,Intermediate,2,0,2025-01-13,2025-02-23,Moderate (2-3)
U00410,bcantu,33,26–35,Male,cheyenne28@gmail.com,1,0.0,Web Development,Advanced,1,0,2025-11-03,2025-11-03,Single-Course (1)
U00411,robert66,17,<18,Female,alexandra14@yahoo.com,12,789.67,Marketing,Advanced,9,3,2025-01-08,2025-11-25,Power Learner (8+)
U00412,qwatkins,24,18–25,Female,wileyjoseph@gmail.com,4,236.72000000000003,Finance,Intermediate,2,2,2025-02-14,2025-11-28,Active (4-7)
U00413,sharon56,23,18–25,Male,michaelcalderon@outlook.com,2,472.28,Cybersecurity,Beginner,1,1,2025-02-07,2025-08-04,Moderate (2-3)
U00414,popesteven,25,18–25,Male,heatherballard@gmail.com,1,0.0,Design,Advanced,1,0,2025-10-16,2025-10-16,Single-Course (1)
U00415,lisaponce,31,26–35,Female,dustin99@yahoo.com,13,804.9899999999999,Finance,Beginner,7,6,2025-01-23,2025-12-25,Power Learner (8+)
U00416,simmonspatricia,17,<18,Female,nicholasgarcia@outlook.com,2,0.0,Data Science,Beginner,2,0,2025-01-11,2025-01-27,Moderate (2-3)
U00417,erica01,32,26–35,Female,hcross@yahoo.com,2,0.0,Artificial Intelligence,Beginner,2,0,2025-04-13,2025-09-26,Moderate (2-3)
U00418,anthonyanderson,23,18–25,Female,rnoble@hotmail.com,3,528.79,Artificial Intelligence,Beginner,1,2,2025-01-16,2025-12-13,Moderate (2-3)
U00419,willismorgan,21,18–25,Female,walkerkevin@gmail.com,1,0.78,Machine Learning,Advanced,0,1,2025-03-01,2025-03-01,Single-Course (1)
U00420,jennifer64,24,18–25,Female,jennifer47@hotmail.com,1,327.99,Project Management,Beginner,0,1,2025-04-28,2025-04-28,Single-Course (1)
U00421,karenlambert,32,26–35,Male,caleb56@gmail.com,1,0.0,Design,Advanced,1,0,2025-10-21,2025-10-21,Single-Course (1)
U00422,sanfordmichael,15,<18,Female,tsantos@yahoo.com,3,285.05,Business,Beginner,2,1,2025-01-21,2025-10-22,Moderate (2-3)
U00423,reginaberg,27,26–35,Female,bradgalloway@hotmail.com,12,1601.22,Artificial Intelligence,Beginner,6,6,2025-02-22,2025-12-01,Power Learner (8+)
U00424,kristi64,35,26–35,Male,fbarnett@yahoo.com,11,1213.7199999999998,Artificial Intelligence,Advanced,6,5,2025-03-18,2025-10-24,Power Learner (8+)
U00425,erik67,19,18–25,Male,michaelhernandez@outlook.com,1,490.9,Artificial Intelligence,Beginner,0,1,2025-08-21,2025-08-21,Single-Course (1)
U00426,xknox,21,18–25,Male,charleswilliams@yahoo.com,4,472.28,Programming,Beginner,3,1,2025-07-07,2025-11-13,Active (4-7)
U00427,bernardsexton,29,26–35,Female,rjenkins@yahoo.com,16,1374.23,Artificial Intelligence,Beginner,11,5,2025-01-13,2025-12-26,Power Learner (8+)
U00428,stewartdiane,23,18–25,Male,kristylee@outlook.com,1,0.0,Marketing,Advanced,1,0,2025-06-26,2025-06-26,Single-Course (1)
U00429,bmckay,23,18–25,Female,anthony19@outlook.com,1,0.0,Finance,Intermediate,1,0,2025-09-04,2025-09-04,Single-Course (1)
U00430,mark51,27,26–35,Male,brianmontgomery@hotmail.com,1,487.92,Business,Advanced,0,1,2025-07-28,2025-07-28,Single-Course (1)
U00431,collinsjason,15,<18,Female,ywalker@hotmail.com,1,487.92,Business,Advanced,0,1,2025-10-10,2025-10-10,Single-Course (1)
U00432,umiller,31,26–35,Male,petersendarren@gmail.com,1,0.0,Marketing,Advanced,1,0,2025-08-30,2025-08-30,Single-Course (1)
U00433,elewis,32,26–35,Female,aaronevans@yahoo.com,1,276.37,Design,Advanced,0,1,2025-01-28,2025-01-28,Single-Course (1)
U00434,knightjake,22,18–25,Male,wfrank@outlook.com,1,177.34,Digital Marketing,Advanced,0,1,2025-02-06,2025-02-06,Single-Course (1)
U00435,lgreene,34,26–35,Female,robertsjohnny@outlook.com,1,119.04,Finance,Intermediate,0,1,2025-06-20,2025-06-20,Single-Course (1)
U00436,hodgeserin,20,18–25,Female,lindsay44@hotmail.com,1,490.9,Artificial Intelligence,Beginner,0,1,2025-04-21,2025-04-21,Single-Course (1)
U00437,pricealexander,28,26–35,Male,andre59@hotmail.com,3,0.0,Data Science,Beginner,3,0,2025-02-05,2025-11-17,Moderate (2-3)
U00438,eric69,21,18–25,Male,angelagreen@gmail.com,14,633.26,Cybersecurity,Advanced,11,3,2025-02-21,2025-11-25,Power Learner (8+)
U00439,idiaz,31,26–35,Female,reedcourtney@yahoo.com,1,0.0,Design,Advanced,1,0,2025-12-05,2025-12-05,Single-Course (1)
U00440,maxwellsmith,20,18–25,Female,leonardsolis@outlook.com,1,0.0,Web Development,Advanced,1,0,2025-12-17,2025-12-17,Single-Course (1)
U00441,taylor92,19,18–25,Male,melanie66@hotmail.com,1,37.89,Web Development,Advanced,0,1,2025-03-16,2025-03-16,Single-Course (1)
U00442,umaldonado,21,18–25,Female,croberts@hotmail.com,1,285.05,Business,Beginner,0,1,2025-11-15,2025-11-15,Single-Course (1)
U00443,desiree20,21,18–25,Female,xshelton@yahoo.com,2,978.8199999999999,Artificial Intelligence,Beginner,0,2,2025-11-10,2025-12-15,Moderate (2-3)
U00444,morrowmichael,15,<18,Female,christopher38@outlook.com,13,1568.1799999999998,Data Science,Advanced,6,7,2025-03-08,2025-12-29,Power Learner (8+)
U00445,vlong,31,26–35,Female,micheal11@gmail.com,1,285.05,Business,Beginner,0,1,2025-06-05,2025-06-05,Single-Course (1)
U00446,smithjack,19,18–25,Female,sandra71@yahoo.com,2,53.86,Finance,Beginner,1,1,2025-06-23,2025-11-01,Moderate (2-3)
U00447,fwebb,23,18–25,Male,ryan98@outlook.com,1,0.0,Data Science,Intermediate,1,0,2025-10-02,2025-10-02,Single-Course (1)
U00448,smithjeffrey,27,26–35,Male,wilsonjeremy@outlook.com,3,0.0,Cybersecurity,Intermediate,3,0,2025-03-01,2025-09-18,Moderate (2-3)
U00449,brownkaren,33,26–35,Female,ambercruz@yahoo.com,14,1328.04,Data Science,Beginner,9,5,2025-02-15,2025-12-19,Power Learner (8+)
U00450,colemanroy,20,18–25,Male,lyonsjohn@outlook.com,12,1262.44,Business,Advanced,7,5,2025-01-30,2025-12-25,Power Learner (8+)
U00451,sabrinafoster,20,18–25,Male,erin09@outlook.com,1,248.1,Artificial Intelligence,Beginner,0,1,2025-03-17,2025-03-17,Single-Course (1)
U00452,williamsamy,23,18–25,Male,anthonyflynn@hotmail.com,3,57.32,Finance,Advanced,2,1,2025-05-17,2025-10-27,Moderate (2-3)
U00453,jasmineowens,20,18–25,Male,brianpowell@gmail.com,1,490.9,Artificial Intelligence,Beginner,0,1,2025-01-14,2025-01-14,Single-Course (1)
U00454,lauralewis,28,26–35,Female,corey28@outlook.com,4,758.12,Project Management,Beginner,2,2,2025-02-25,2025-12-15,Active (4-7)
U00455,angelica53,19,18–25,Male,sbutler@outlook.com,3,0.0,Artificial Intelligence,Beginner,3,0,2025-05-24,2025-12-02,Moderate (2-3)
U00456,bobbyfaulkner,24,18–25,Female,jpatel@gmail.com,2,0.0,Data Science,Beginner,2,0,2025-08-17,2025-12-24,Moderate (2-3)
U00457,amytaylor,34,26–35,Female,vmason@outlook.com,2,37.89,Marketing,Advanced,1,1,2025-01-21,2025-12-12,Moderate (2-3)
U00458,zle,31,26–35,Female,gordonlawrence@gmail.com,4,207.27,Artificial Intelligence,Intermediate,2,2,2025-03-04,2025-06-16,Active (4-7)
U00459,andrewthomas,22,18–25,Male,efletcher@gmail.com,1,0.0,Project Management,Intermediate,1,0,2025-10-14,2025-10-14,Single-Course (1)
U00460,youngmike,24,18–25,Female,vingram@hotmail.com,2,415.51,Artificial Intelligence,Beginner,1,1,2025-02-26,2025-12-16,Moderate (2-3)
U00461,kramerlogan,21,18–25,Female,wmills@hotmail.com,2,490.9,Artificial Intelligence,Beginner,1,1,2025-06-15,2025-07-23,Moderate (2-3)
U00462,lmason,30,26–35,Male,coryhernandez@hotmail.com,2,326.02,Business,Intermediate,1,1,2025-01-02,2025-11-15,Moderate (2-3)
U00463,smithryan,18,18–25,Female,johnstonbrandon@yahoo.com,1,0.0,Project Management,Intermediate,1,0,2025-06-27,2025-06-27,Single-Course (1)
U00464,blakejoseph,25,18–25,Male,rogersdakota@hotmail.com,12,1024.06,Design,Beginner,8,4,2025-01-03,2025-12-11,Power Learner (8+)
U00465,garrettjenny,26,26–35,Male,leoncarolyn@outlook.com,1,0.78,Machine Learning,Advanced,0,1,2025-01-10,2025-01-10,Single-Course (1)
U00466,armstrongluis,32,26–35,Female,mackenzie76@hotmail.com,2,212.39,Digital Marketing,Intermediate,1,1,2025-08-25,2025-12-09,Moderate (2-3)
U00467,awalker,34,26–35,Male,kpineda@yahoo.com,1,0.0,Cybersecurity,Advanced,1,0,2025-07-30,2025-07-30,Single-Course (1)
U00468,greeneaaron,19,18–25,Female,qgarcia@gmail.com,1,0.0,Cybersecurity,Beginner,1,0,2025-01-27,2025-01-27,Single-Course (1)
U00469,scott82,20,18–25,Female,justin81@gmail.com,2,0.0,Machine Learning,Beginner,2,0,2025-08-24,2025-10-27,Moderate (2-3)
U00470,antoniohanson,18,18–25,Female,williamschristopher@outlook.com,1,89.59,Artificial Intelligence,Intermediate,0,1,2025-11-22,2025-11-22,Single-Course (1)
U00471,clopez,31,26–35,Female,yrodriguez@gmail.com,1,0.0,Digital Marketing,Beginner,1,0,2025-02-26,2025-02-26,Single-Course (1)
U00472,nhicks,22,18–25,Female,nmccoy@gmail.com,1,0.0,Project Management,Beginner,1,0,2025-10-02,2025-10-02,Single-Course (1)
U00473,smithamanda,32,26–35,Female,zachary67@yahoo.com,3,342.61,Machine Learning,Beginner,2,1,2025-01-03,2025-09-23,Moderate (2-3)
U00474,renee73,31,26–35,Male,vegarachael@outlook.com,1,57.32,Web Development,Advanced,0,1,2025-10-07,2025-10-07,Single-Course (1)
U00475,stevenwilliams,24,18–25,Male,adamsjames@hotmail.com,3,604.36,Data Science,Beginner,1,2,2025-05-23,2025-11-16,Moderate (2-3)
U00476,devin94,29,26–35,Female,jlutz@outlook.com,2,276.37,Design,Advanced,1,1,2025-04-21,2025-10-25,Moderate (2-3)
U00477,jason69,19,18–25,Male,david15@outlook.com,1,37.89,Web Development,Advanced,0,1,2025-01-08,2025-01-08,Single-Course (1)
U00478,john69,30,26–35,Male,jessicajones@yahoo.com,2,57.32,Machine Learning,Intermediate,1,1,2025-06-18,2025-08-14,Moderate (2-3)
U00479,cunninghamaaron,33,26–35,Male,suzanne77@gmail.com,2,0.0,Cybersecurity,Beginner,2,0,2025-04-13,2025-10-05,Moderate (2-3)
U00480,rnash,20,18–25,Female,leerachel@outlook.com,1,0.0,Digital Marketing,Intermediate,1,0,2025-10-14,2025-10-14,Single-Course (1)
U00481,bakeranna,32,26–35,Female,brandy09@yahoo.com,1,326.02,Business,Intermediate,0,1,2025-12-07,2025-12-07,Single-Course (1)
U00482,leewhite,33,26–35,Female,parksdan@gmail.com,1,0.0,Digital Marketing,Intermediate,1,0,2025-07-26,2025-07-26,Single-Course (1)
U00483,weberhelen,22,18–25,Male,kyle52@gmail.com,1,487.92,Business,Advanced,0,1,2025-06-23,2025-06-23,Single-Course (1)
U00484,wesleyfreeman,16,<18,Male,ghicks@outlook.com,2,0.0,Data Science,Intermediate,2,0,2025-04-28,2025-06-21,Moderate (2-3)
U00485,garrettevans,29,26–35,Female,whitetimothy@gmail.com,1,0.0,Project Management,Beginner,1,0,2025-10-05,2025-10-05,Single-Course (1)
U00486,coryalvarado,21,18–25,Female,diazjamie@yahoo.com,2,0.0,Machine Learning,Intermediate,2,0,2025-02-13,2025-09-14,Moderate (2-3)
U00487,kayla77,15,<18,Female,alvaradoronald@hotmail.com,2,0.0,Data Science,Beginner,2,0,2025-05-01,2025-05-13,Moderate (2-3)
U00488,barbara10,20,18–25,Male,dominic07@hotmail.com,2,119.04,Design,Intermediate,1,1,2025-06-01,2025-11-16,Moderate (2-3)
U00489,aguirrejessica,18,18–25,Male,lindsey98@hotmail.com,3,448.12,Cybersecurity,Beginner,1,2,2025-02-27,2025-10-29,Moderate (2-3)
U00490,smithjody,33,26–35,Male,andrewmiller@gmail.com,1,0.0,Business,Advanced,1,0,2025-08-17,2025-08-17,Single-Course (1)
U00491,brianna74,20,18–25,Male,vjackson@gmail.com,1,394.26,Cybersecurity,Intermediate,0,1,2025-08-09,2025-08-09,Single-Course (1)
U00492,billy39,20,18–25,Female,smithchristine@gmail.com,1,177.34,Digital Marketing,Advanced,0,1,2025-02-17,2025-02-17,Single-Course (1)
U00493,rioschristina,30,26–35,Male,patricia26@outlook.com,1,0.0,Project Management,Intermediate,1,0,2025-01-17,2025-01-17,Single-Course (1)
U00494,joel15,26,26–35,Male,iwalker@yahoo.com,13,1007.0,Artificial Intelligence,Advanced,9,4,2025-01-02,2025-12-25,Power Learner (8+)
U00495,johnsonchristina,35,26–35,Female,tara89@yahoo.com,2,285.05,Business,Beginner,1,1,2025-04-19,2025-12-25,Moderate (2-3)
U00496,clarktonya,29,26–35,Female,kristine00@hotmail.com,1,0.0,Cybersecurity,Advanced,1,0,2025-12-18,2025-12-18,Single-Course (1)
U00497,cmclean,21,18–25,Female,christyevans@outlook.com,3,0.0,Web Development,Beginner,3,0,2025-06-06,2025-12-11,Moderate (2-3)
U00498,sheri69,20,18–25,Female,omassey@hotmail.com,3,0.0,Digital Marketing,Intermediate,3,0,2025-03-21,2025-09-19,Moderate (2-3)
U00499,keith86,21,18–25,Male,moseschristopher@gmail.com,1,415.51,Artificial Intelligence,Intermediate,0,1,2025-04-01,2025-04-01,Single-Course (1)
U00500,frederick07,16,<18,Female,robert76@outlook.com,2,590.71,Artificial Intelligence,Beginner,0,2,2025-06-30,2025-12-20,Moderate (2-3)
U00501,andersonkathy,26,26–35,Female,jacobglenn@gmail.com,1,0.0,Cybersecurity,Intermediate,1,0,2025-06-03,2025-06-03,Single-Course (1)
U00502,reynoldserin,22,18–25,Female,tiffany72@hotmail.com,2,0.78,Machine Learning,Beginner,1,1,2025-04-02,2025-04-23,Moderate (2-3)
U00503,robinsonmargaret,15,<18,Male,annette75@gmail.com,2,0.0,Design,Beginner,2,0,2025-11-21,2025-12-13,Moderate (2-3)
U00504,cantrellscott,16,<18,Male,eric29@yahoo.com,2,0.0,Cybersecurity,Beginner,2,0,2025-03-04,2025-07-24,Moderate (2-3)
U00505,mcleanchris,17,<18,Male,jacqueline78@yahoo.com,1,0.0,Finance,Intermediate,1,0,2025-09-11,2025-09-11,Single-Course (1)
U00506,aliciagiles,33,26–35,Female,gomezcarla@outlook.com,1,0.0,Data Science,Intermediate,1,0,2025-02-25,2025-02-25,Single-Course (1)
U00507,nichole08,15,<18,Male,lukelove@yahoo.com,2,177.34,Data Science,Intermediate,1,1,2025-04-28,2025-07-06,Moderate (2-3)
U00508,dalesmith,28,26–35,Female,thomaskenneth@outlook.com,1,0.0,Digital Marketing,Beginner,1,0,2025-03-26,2025-03-26,Single-Course (1)
U00509,alexandereaton,20,18–25,Female,qmurphy@outlook.com,1,0.0,Finance,Beginner,1,0,2025-05-10,2025-05-10,Single-Course (1)
U00510,noblechristy,15,<18,Male,rgarza@outlook.com,1,0.0,Business,Advanced,1,0,2025-04-23,2025-04-23,Single-Course (1)
U00511,becky57,28,26–35,Male,jacobcollins@gmail.com,1,0.0,Marketing,Advanced,1,0,2025-05-08,2025-05-08,Single-Course (1)
U00512,joshua36,22,18–25,Male,elizabeththomas@gmail.com,2,326.02,Business,Intermediate,1,1,2025-07-15,2025-10-03,Moderate (2-3)
U00513,kcoleman,25,18–25,Male,jacksoncynthia@gmail.com,1,0.0,Digital Marketing,Beginner,1,0,2025-06-01,2025-06-01,Single-Course (1)
U00514,tammysmall,30,26–35,Female,mariaryan@outlook.com,3,589.96,Programming,Beginner,1,2,2025-04-10,2025-11-15,Moderate (2-3)
U00515,martinbrian,19,18–25,Female,jconway@gmail.com,2,0.0,Business,Intermediate,2,0,2025-08-09,2025-11-23,Moderate (2-3)
U00516,charles14,33,26–35,Female,kristenrobinson@outlook.com,1,177.34,Digital Marketing,Advanced,0,1,2025-05-23,2025-05-23,Single-Course (1)
U00517,rachelsmith,22,18–25,Female,cody45@hotmail.com,1,0.0,Data Science,Intermediate,1,0,2025-04-17,2025-04-17,Single-Course (1)
U00518,jasonlara,20,18–25,Female,kirkmichelle@outlook.com,1,415.51,Artificial Intelligence,Intermediate,0,1,2025-11-21,2025-11-21,Single-Course (1)
U00519,phaynes,27,26–35,Female,hernandezshawn@gmail.com,1,0.0,Data Science,Intermediate,1,0,2025-08-20,2025-08-20,Single-Course (1)
U00520,tammy29,29,26–35,Male,cpineda@yahoo.com,1,0.0,Data Science,Intermediate,1,0,2025-11-11,2025-11-11,Single-Course (1)
U00521,amanda69,26,26–35,Female,mramirez@yahoo.com,1,0.0,Machine Learning,Advanced,1,0,2025-05-01,2025-05-01,Single-Course (1)
U00522,qbrooks,21,18–25,Male,brandon68@yahoo.com,1,0.0,Project Management,Beginner,1,0,2025-01-23,2025-01-23,Single-Course (1)
U00523,crystal86,31,26–35,Male,toddwilson@outlook.com,1,342.61,Project Management,Intermediate,0,1,2025-09-16,2025-09-16,Single-Course (1)
U00524,knighthector,24,18–25,Male,williamsjames@yahoo.com,2,119.04,Finance,Beginner,1,1,2025-06-25,2025-12-03,Moderate (2-3)
U00525,victor26,31,26–35,Male,corybrady@outlook.com,1,0.0,Digital Marketing,Intermediate,1,0,2025-08-07,2025-08-07,Single-Course (1)
U00526,dunndeborah,24,18–25,Male,dudleyaaron@outlook.com,1,0.0,Artificial Intelligence,Beginner,1,0,2025-10-02,2025-10-02,Single-Course (1)
