TransactionID,UserID,CourseID,TransactionDate,Amount,PaymentMethod,TeacherID,UserName,Age,Gender,Email,AgeGroup,CourseName,CourseCategory,CourseType,CourseLevel,CoursePrice,CourseDuration,CourseRating,TransactionYear,TransactionMonth,TransactionMonthName,TransactionQuarter,DayOfWeek,UserEnrollmentCount,LearnerActivityTier,IsFreeCourse
TT01587,U02643,CR00048,2025-09-05,0.0,Bank Transfer,TC00042,christophersantana,17,Female,oward@gmail.com,<18,AI Ethics,Artificial Intelligence,Free,Beginner,0.0,42.7,3.64,2025,9,Sep 2025,Q3 2025,Friday,15,Power Learner (8+),True
TT01588,U02643,CR00051,2025-03-28,37.89,Credit Card,TC00042,christophersantana,17,Female,oward@gmail.com,<18,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,2025,3,Mar 2025,Q1 2025,Friday,15,Power Learner (8+),False
TT01589,U02643,CR00042,2025-09-27,0.0,Bank Transfer,TC00042,christophersantana,17,Female,oward@gmail.com,<18,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,2025,9,Sep 2025,Q3 2025,Saturday,15,Power Learner (8+),True
TT01590,U02645,CR00003,2025-10-03,0.0,PayPal,TC00042,walter34,26,Female,sonya03@hotmail.com,26–35,C++ for Beginners,Programming,Free,Beginner,0.0,19.53,3.85,2025,10,Oct 2025,Q4 2025,Friday,10,Power Learner (8+),True
TT01591,U02645,CR00041,2025-05-12,53.86,Credit Card,TC00042,walter34,26,Female,sonya03@hotmail.com,26–35,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,2025,5,May 2025,Q2 2025,Monday,10,Power Learner (8+),False
TT01592,U02645,CR00059,2025-01-07,0.0,Bank Transfer,TC00040,walter34,26,Female,sonya03@hotmail.com,26–35,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,2025,1,Jan 2025,Q1 2025,Tuesday,10,Power Learner (8+),True
TT01593,U02651,CR00053,2025-01-07,0.0,Credit Card,TC00040,blake28,16,Female,joshuaprice@outlook.com,<18,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,2025,1,Jan 2025,Q1 2025,Tuesday,16,Power Learner (8+),True
TT01594,U02651,CR00037,2025-01-17,0.0,PayPal,TC00040,blake28,16,Female,joshuaprice@outlook.com,<18,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,2025,1,Jan 2025,Q1 2025,Friday,16,Power Learner (8+),True
TT01595,U02651,CR00056,2025-11-28,212.39,Credit Card,TC00042,blake28,16,Female,joshuaprice@outlook.com,<18,Google Ads Mastery,Digital Marketing,Paid,Advanced,212.39,22.89,3.15,2025,11,Nov 2025,Q4 2025,Friday,16,Power Learner (8+),False
TT01596,U02651,CR00057,2025-07-23,177.34,Bank Transfer,TC00040,blake28,16,Female,joshuaprice@outlook.com,<18,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,2025,7,Jul 2025,Q3 2025,Wednesday,16,Power Learner (8+),False
TT01597,U02651,CR00035,2025-01-19,0.0,Credit Card,TC00040,blake28,16,Female,joshuaprice@outlook.com,<18,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,2025,1,Jan 2025,Q1 2025,Sunday,16,Power Learner (8+),True
TT01598,U02663,CR00058,2025-02-16,0.0,Bank Transfer,TC00042,coffeydennis,27,Female,jennifercurtis@outlook.com,26–35,Social Media Strategy,Digital Marketing,Free,Beginner,0.0,1.46,4.44,2025,2,Feb 2025,Q1 2025,Sunday,14,Power Learner (8+),True
TT01599,U02663,CR00010,2025-05-07,0.0,Bank Transfer,TC00040,coffeydennis,27,Female,jennifercurtis@outlook.com,26–35,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,2025,5,May 2025,Q2 2025,Wednesday,14,Power Learner (8+),True
TT01600,U02663,CR00030,2025-05-27,0.0,PayPal,TC00042,coffeydennis,27,Female,jennifercurtis@outlook.com,26–35,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,2025,5,May 2025,Q2 2025,Tuesday,14,Power Learner (8+),True
TT01601,U02663,CR00004,2025-02-17,0.0,Credit Card,TC00042,coffeydennis,27,Female,jennifercurtis@outlook.com,26–35,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,2025,2,Feb 2025,Q1 2025,Monday,14,Power Learner (8+),True
TT01602,U02672,CR00051,2025-09-16,37.89,Bank Transfer,TC00042,knightregina,32,Male,jamie07@hotmail.com,26–35,HTML & CSS,Web Development,Paid,Advanced,37.89,24.11,1.3,2025,9,Sep 2025,Q3 2025,Tuesday,14,Power Learner (8+),False
TT01603,U02672,CR00059,2025-01-16,0.0,PayPal,TC00042,knightregina,32,Male,jamie07@hotmail.com,26–35,Affiliate Marketing,Digital Marketing,Free,Intermediate,0.0,5.95,4.66,2025,1,Jan 2025,Q1 2025,Thursday,14,Power Learner (8+),True
TT01604,U02672,CR00010,2025-05-20,0.0,Credit Card,TC00040,knightregina,32,Male,jamie07@hotmail.com,26–35,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,2025,5,May 2025,Q2 2025,Tuesday,14,Power Learner (8+),True
TT01605,U02672,CR00060,2025-02-09,0.0,Credit Card,TC00040,knightregina,32,Male,jamie07@hotmail.com,26–35,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,2025,2,Feb 2025,Q1 2025,Sunday,14,Power Learner (8+),True
TT01606,U02672,CR00015,2025-01-19,285.05,PayPal,TC00042,knightregina,32,Male,jamie07@hotmail.com,26–35,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,2025,1,Jan 2025,Q1 2025,Sunday,14,Power Learner (8+),False
TT01607,U02679,CR00011,2025-07-26,326.02,PayPal,TC00042,vlang,18,Male,tannerevan@hotmail.com,18–25,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,2025,7,Jul 2025,Q3 2025,Saturday,11,Power Learner (8+),False
TT01608,U02679,CR00014,2025-06-08,0.0,Credit Card,TC00040,vlang,18,Male,tannerevan@hotmail.com,18–25,Sales Mastery,Business,Free,Advanced,0.0,22.29,3.15,2025,6,Jun 2025,Q2 2025,Sunday,11,Power Learner (8+),True
TT01609,U02679,CR00004,2025-06-12,0.0,Bank Transfer,TC00042,vlang,18,Male,tannerevan@hotmail.com,18–25,Advanced Python,Programming,Free,Beginner,0.0,45.13,2.88,2025,6,Jun 2025,Q2 2025,Thursday,11,Power Learner (8+),True
TT01610,U02683,CR00045,2025-03-17,0.0,Bank Transfer,TC00040,jake76,28,Male,jmayo@hotmail.com,26–35,Financial Modeling,Finance,Free,Advanced,0.0,6.36,1.59,2025,3,Mar 2025,Q1 2025,Monday,15,Power Learner (8+),True
TT01611,U02683,CR00012,2025-11-18,487.92,PayPal,TC00042,jake76,28,Male,jmayo@hotmail.com,26–35,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,2025,11,Nov 2025,Q4 2025,Tuesday,15,Power Learner (8+),False
TT01612,U02683,CR00008,2025-12-01,0.0,Credit Card,TC00040,jake76,28,Male,jmayo@hotmail.com,26–35,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,2025,12,Dec 2025,Q4 2025,Monday,15,Power Learner (8+),True
TT01613,U02683,CR00047,2025-05-14,89.59,Bank Transfer,TC00040,jake76,28,Male,jmayo@hotmail.com,26–35,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,2025,5,May 2025,Q2 2025,Wednesday,15,Power Learner (8+),False
TT01614,U02683,CR00044,2025-04-24,119.04,Bank Transfer,TC00042,jake76,28,Male,jmayo@hotmail.com,26–35,Personal Finance,Finance,Paid,Intermediate,119.04,23.41,2.75,2025,4,Apr 2025,Q2 2025,Thursday,15,Power Learner (8+),False
TT01615,U02684,CR00027,2025-08-14,0.0,PayPal,TC00042,kristen36,28,Male,barryburgess@gmail.com,26–35,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,2025,8,Aug 2025,Q3 2025,Thursday,14,Power Learner (8+),True
TT01616,U02684,CR00007,2025-06-02,0.0,Credit Card,TC00040,kristen36,28,Male,barryburgess@gmail.com,26–35,UI/UX Design,Design,Free,Advanced,0.0,48.68,2.61,2025,6,Jun 2025,Q2 2025,Monday,14,Power Learner (8+),True
TT01617,U02684,CR00023,2025-07-25,0.0,Credit Card,TC00040,kristen36,28,Male,barryburgess@gmail.com,26–35,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,2025,7,Jul 2025,Q3 2025,Friday,14,Power Learner (8+),True
TT01618,U02684,CR00057,2025-01-05,177.34,Credit Card,TC00042,kristen36,28,Male,barryburgess@gmail.com,26–35,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,2025,1,Jan 2025,Q1 2025,Sunday,14,Power Learner (8+),False
TT01619,U02698,CR00050,2025-01-05,490.9,Bank Transfer,TC00042,gutierrezthomas,18,Female,brett67@gmail.com,18–25,Computer Vision,Artificial Intelligence,Paid,Beginner,490.9,7.55,4.55,2025,1,Jan 2025,Q1 2025,Sunday,12,Power Learner (8+),False
TT01620,U02698,CR00039,2025-02-16,346.71,Credit Card,TC00040,gutierrezthomas,18,Female,brett67@gmail.com,18–25,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,2025,2,Feb 2025,Q1 2025,Sunday,12,Power Learner (8+),False
TT01621,U02698,CR00010,2025-11-03,0.0,Bank Transfer,TC00042,gutierrezthomas,18,Female,brett67@gmail.com,18–25,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,2025,11,Nov 2025,Q4 2025,Monday,12,Power Learner (8+),True
TT01622,U02709,CR00034,2025-09-07,394.26,PayPal,TC00040,ginareeves,19,Female,natasha95@yahoo.com,18–25,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,2025,9,Sep 2025,Q3 2025,Sunday,12,Power Learner (8+),False
TT01623,U02709,CR00015,2025-06-03,285.05,Credit Card,TC00042,ginareeves,19,Female,natasha95@yahoo.com,18–25,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,2025,6,Jun 2025,Q2 2025,Tuesday,12,Power Learner (8+),False
TT01624,U02709,CR00028,2025-05-14,0.78,Bank Transfer,TC00042,ginareeves,19,Female,natasha95@yahoo.com,18–25,Deep Learning,Machine Learning,Paid,Advanced,0.78,44.96,3.89,2025,5,May 2025,Q2 2025,Wednesday,12,Power Learner (8+),False
TT01625,U02709,CR00023,2025-03-20,0.0,Credit Card,TC00042,ginareeves,19,Female,natasha95@yahoo.com,18–25,Machine Learning Fundamentals,Data Science,Free,Intermediate,0.0,9.71,3.02,2025,3,Mar 2025,Q1 2025,Thursday,12,Power Learner (8+),True
TT01626,U02733,CR00017,2025-04-01,0.0,PayPal,TC00040,lopezangela,31,Male,gonzalezelizabeth@gmail.com,26–35,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,2025,4,Apr 2025,Q2 2025,Tuesday,14,Power Learner (8+),True
TT01627,U02733,CR00015,2025-12-19,285.05,Bank Transfer,TC00040,lopezangela,31,Male,gonzalezelizabeth@gmail.com,26–35,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,2025,12,Dec 2025,Q4 2025,Friday,14,Power Learner (8+),False
TT01628,U02733,CR00011,2025-10-25,326.02,Bank Transfer,TC00040,lopezangela,31,Male,gonzalezelizabeth@gmail.com,26–35,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,2025,10,Oct 2025,Q4 2025,Saturday,14,Power Learner (8+),False
TT01629,U02733,CR00008,2025-07-11,0.0,Credit Card,TC00040,lopezangela,31,Male,gonzalezelizabeth@gmail.com,26–35,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,2025,7,Jul 2025,Q3 2025,Friday,14,Power Learner (8+),True
TT01630,U02743,CR00016,2025-09-18,0.0,PayPal,TC00042,khart,33,Male,rfowler@hotmail.com,26–35,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,2025,9,Sep 2025,Q3 2025,Thursday,14,Power Learner (8+),True
TT01631,U02743,CR00042,2025-09-08,0.0,Bank Transfer,TC00042,khart,33,Male,rfowler@hotmail.com,26–35,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,2025,9,Sep 2025,Q3 2025,Monday,14,Power Learner (8+),True
TT01632,U02743,CR00037,2025-05-15,0.0,Credit Card,TC00040,khart,33,Male,rfowler@hotmail.com,26–35,Scrum Essentials,Project Management,Free,Intermediate,0.0,33.93,3.45,2025,5,May 2025,Q2 2025,Thursday,14,Power Learner (8+),True
TT01633,U02743,CR00040,2025-04-23,327.99,PayPal,TC00042,khart,33,Male,rfowler@hotmail.com,26–35,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,2025,4,Apr 2025,Q2 2025,Wednesday,14,Power Learner (8+),False
TT01634,U02754,CR00018,2025-05-29,0.0,Bank Transfer,TC00042,tannerwright,34,Male,zachary71@outlook.com,26–35,Social Media Marketing,Marketing,Free,Advanced,0.0,15.44,2.01,2025,5,May 2025,Q2 2025,Thursday,13,Power Learner (8+),True
TT01635,U02754,CR00015,2025-05-05,285.05,PayPal,TC00042,tannerwright,34,Male,zachary71@outlook.com,26–35,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,2025,5,May 2025,Q2 2025,Monday,13,Power Learner (8+),False
TT01636,U02754,CR00041,2025-11-15,53.86,Credit Card,TC00042,tannerwright,34,Male,zachary71@outlook.com,26–35,Financial Accounting,Finance,Paid,Beginner,53.86,47.08,2.47,2025,11,Nov 2025,Q4 2025,Saturday,13,Power Learner (8+),False
TT01637,U02767,CR00042,2025-02-04,0.0,Bank Transfer,TC00040,cole39,31,Male,annetteruiz@yahoo.com,26–35,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,2025,2,Feb 2025,Q1 2025,Tuesday,14,Power Learner (8+),True
TT01638,U02767,CR00039,2025-01-05,346.71,Credit Card,TC00040,cole39,31,Male,annetteruiz@yahoo.com,26–35,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,2025,1,Jan 2025,Q1 2025,Sunday,14,Power Learner (8+),False
TT01639,U02767,CR00053,2025-09-25,0.0,Bank Transfer,TC00042,cole39,31,Male,annetteruiz@yahoo.com,26–35,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,2025,9,Sep 2025,Q3 2025,Thursday,14,Power Learner (8+),True
TT01640,U02767,CR00040,2025-03-01,327.99,Bank Transfer,TC00040,cole39,31,Male,annetteruiz@yahoo.com,26–35,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,2025,3,Mar 2025,Q1 2025,Saturday,14,Power Learner (8+),False
TT01641,U02767,CR00012,2025-01-09,487.92,PayPal,TC00042,cole39,31,Male,annetteruiz@yahoo.com,26–35,Business Strategy,Business,Paid,Advanced,487.92,36.01,3.64,2025,1,Jan 2025,Q1 2025,Thursday,14,Power Learner (8+),False
TT01642,U02770,CR00047,2025-08-27,89.59,Credit Card,TC00042,kimberlykeller,31,Male,mayomichael@outlook.com,26–35,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,2025,8,Aug 2025,Q3 2025,Wednesday,14,Power Learner (8+),False
TT01643,U02770,CR00021,2025-10-25,0.0,Bank Transfer,TC00040,kimberlykeller,31,Male,mayomichael@outlook.com,26–35,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,2025,10,Oct 2025,Q4 2025,Saturday,14,Power Learner (8+),True
TT01644,U02770,CR00060,2025-10-26,0.0,Bank Transfer,TC00042,kimberlykeller,31,Male,mayomichael@outlook.com,26–35,Content Creation,Digital Marketing,Free,Beginner,0.0,8.95,2.14,2025,10,Oct 2025,Q4 2025,Sunday,14,Power Learner (8+),True
TT01645,U02770,CR00054,2025-09-06,0.0,PayPal,TC00042,kimberlykeller,31,Male,mayomichael@outlook.com,26–35,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,2025,9,Sep 2025,Q3 2025,Saturday,14,Power Learner (8+),True
TT01646,U02775,CR00001,2025-09-12,472.28,Credit Card,TC00042,kimberly18,24,Female,harrischristina@outlook.com,18–25,Python Basics,Programming,Paid,Beginner,472.28,11.0,4.74,2025,9,Sep 2025,Q3 2025,Friday,12,Power Learner (8+),False
TT01647,U02775,CR00010,2025-09-04,0.0,PayPal,TC00040,kimberly18,24,Female,harrischristina@outlook.com,18–25,3D Modeling,Design,Free,Advanced,0.0,15.29,4.45,2025,9,Sep 2025,Q3 2025,Thursday,12,Power Learner (8+),True
TT01648,U02775,CR00027,2025-02-26,0.0,Bank Transfer,TC00042,kimberly18,24,Female,harrischristina@outlook.com,18–25,Neural Networks,Machine Learning,Free,Advanced,0.0,9.3,1.81,2025,2,Feb 2025,Q1 2025,Wednesday,12,Power Learner (8+),True
TT01649,U02786,CR00053,2025-08-08,0.0,PayPal,TC00040,cburch,25,Male,mariemiller@gmail.com,18–25,React for Beginners,Web Development,Free,Advanced,0.0,40.07,2.67,2025,8,Aug 2025,Q3 2025,Friday,12,Power Learner (8+),True
TT01650,U02786,CR00054,2025-11-11,0.0,PayPal,TC00040,cburch,25,Male,mariemiller@gmail.com,18–25,Backend Development with Node.js,Web Development,Free,Beginner,0.0,48.57,3.32,2025,11,Nov 2025,Q4 2025,Tuesday,12,Power Learner (8+),True
TT01651,U02786,CR00030,2025-07-30,0.0,Credit Card,TC00042,cburch,25,Male,mariemiller@gmail.com,18–25,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,2025,7,Jul 2025,Q3 2025,Wednesday,12,Power Learner (8+),True
TT01652,U02786,CR00020,2025-06-13,0.0,Credit Card,TC00040,cburch,25,Male,mariemiller@gmail.com,18–25,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,2025,6,Jun 2025,Q2 2025,Friday,12,Power Learner (8+),True
TT01653,U02788,CR00026,2025-04-18,0.0,PayPal,TC00042,kristinjones,20,Female,wbennett@gmail.com,18–25,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,2025,4,Apr 2025,Q2 2025,Friday,12,Power Learner (8+),True
TT01654,U02788,CR00055,2025-01-25,57.32,Bank Transfer,TC00042,kristinjones,20,Female,wbennett@gmail.com,18–25,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,2025,1,Jan 2025,Q1 2025,Saturday,12,Power Learner (8+),False
TT01655,U02788,CR00031,2025-09-13,0.0,Credit Card,TC00040,kristinjones,20,Female,wbennett@gmail.com,18–25,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,2025,9,Sep 2025,Q3 2025,Saturday,12,Power Learner (8+),True
TT01656,U02791,CR00009,2025-06-08,0.0,PayPal,TC00042,williamsmonica,27,Male,gaustin@gmail.com,26–35,Web Design Fundamentals,Design,Free,Beginner,0.0,48.19,4.51,2025,6,Jun 2025,Q2 2025,Sunday,13,Power Learner (8+),True
TT01657,U02791,CR00055,2025-09-27,57.32,Credit Card,TC00040,williamsmonica,27,Male,gaustin@gmail.com,26–35,Full-Stack Web Development,Web Development,Paid,Advanced,57.32,43.95,4.74,2025,9,Sep 2025,Q3 2025,Saturday,13,Power Learner (8+),False
TT01658,U02791,CR00049,2025-06-21,415.51,Credit Card,TC00042,williamsmonica,27,Male,gaustin@gmail.com,26–35,Deep Learning,Artificial Intelligence,Paid,Intermediate,415.51,28.33,3.11,2025,6,Jun 2025,Q2 2025,Saturday,13,Power Learner (8+),False
TT01659,U02791,CR00036,2025-01-07,0.0,PayPal,TC00040,williamsmonica,27,Male,gaustin@gmail.com,26–35,Agile Project Management,Project Management,Free,Beginner,0.0,15.75,4.68,2025,1,Jan 2025,Q1 2025,Tuesday,13,Power Learner (8+),True
TT01660,U02792,CR00020,2025-08-16,0.0,Credit Card,TC00040,heidiliu,27,Female,xhunter@hotmail.com,26–35,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,2025,8,Aug 2025,Q3 2025,Saturday,14,Power Learner (8+),True
TT01661,U02792,CR00021,2025-09-15,0.0,Bank Transfer,TC00040,heidiliu,27,Female,xhunter@hotmail.com,26–35,Data Analysis with Python,Data Science,Free,Intermediate,0.0,1.2,3.6,2025,9,Sep 2025,Q3 2025,Monday,14,Power Learner (8+),True
TT01662,U02792,CR00008,2025-05-12,0.0,PayPal,TC00040,heidiliu,27,Female,xhunter@hotmail.com,26–35,Photoshop Mastery,Design,Free,Advanced,0.0,2.87,1.52,2025,5,May 2025,Q2 2025,Monday,14,Power Learner (8+),True
TT01663,U02792,CR00029,2025-10-14,0.0,Credit Card,TC00042,heidiliu,27,Female,xhunter@hotmail.com,26–35,Natural Language Processing,Machine Learning,Free,Beginner,0.0,16.33,1.13,2025,10,Oct 2025,Q4 2025,Tuesday,14,Power Learner (8+),True
TT01664,U02792,CR00052,2025-03-19,0.0,Bank Transfer,TC00040,heidiliu,27,Female,xhunter@hotmail.com,26–35,JavaScript Mastery,Web Development,Free,Beginner,0.0,40.76,2.2,2025,3,Mar 2025,Q1 2025,Wednesday,14,Power Learner (8+),True
TT01665,U02793,CR00015,2025-11-09,285.05,Credit Card,TC00042,kristen50,22,Female,joseph66@yahoo.com,18–25,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,2025,11,Nov 2025,Q4 2025,Sunday,14,Power Learner (8+),False
TT01666,U02793,CR00039,2025-08-18,346.71,Bank Transfer,TC00042,kristen50,22,Female,joseph66@yahoo.com,18–25,Project Planning,Project Management,Paid,Advanced,346.71,3.42,1.23,2025,8,Aug 2025,Q3 2025,Monday,14,Power Learner (8+),False
TT01667,U02793,CR00026,2025-04-27,0.0,Credit Card,TC00042,kristen50,22,Female,joseph66@yahoo.com,18–25,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,2025,4,Apr 2025,Q2 2025,Sunday,14,Power Learner (8+),True
TT01668,U02793,CR00006,2025-12-10,276.37,Bank Transfer,TC00040,kristen50,22,Female,joseph66@yahoo.com,18–25,Graphic Design Basics,Design,Paid,Advanced,276.37,48.84,2.72,2025,12,Dec 2025,Q4 2025,Wednesday,14,Power Learner (8+),False
TT01669,U02821,CR00011,2025-01-28,326.02,Credit Card,TC00042,johnsonnicole,27,Male,smithnicholas@yahoo.com,26–35,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,2025,1,Jan 2025,Q1 2025,Tuesday,11,Power Learner (8+),False
TT01670,U02821,CR00017,2025-11-20,0.0,Credit Card,TC00040,johnsonnicole,27,Male,smithnicholas@yahoo.com,26–35,SEO Mastery,Marketing,Free,Advanced,0.0,29.37,4.79,2025,11,Nov 2025,Q4 2025,Thursday,11,Power Learner (8+),True
TT01671,U02821,CR00020,2025-07-14,0.0,Bank Transfer,TC00040,johnsonnicole,27,Male,smithnicholas@yahoo.com,26–35,Email Marketing,Marketing,Free,Intermediate,0.0,46.25,4.11,2025,7,Jul 2025,Q3 2025,Monday,11,Power Learner (8+),True
TT01672,U02821,CR00040,2025-12-08,327.99,Bank Transfer,TC00040,johnsonnicole,27,Male,smithnicholas@yahoo.com,26–35,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,2025,12,Dec 2025,Q4 2025,Monday,11,Power Learner (8+),False
TT01673,U02825,CR00015,2025-09-20,285.05,Credit Card,TC00042,davidford,34,Male,agonzales@gmail.com,26–35,Leadership Essentials,Business,Paid,Beginner,285.05,34.78,1.96,2025,9,Sep 2025,Q3 2025,Saturday,13,Power Learner (8+),False
TT01674,U02825,CR00040,2025-09-07,327.99,Bank Transfer,TC00040,davidford,34,Male,agonzales@gmail.com,26–35,Leadership in Projects,Project Management,Paid,Beginner,327.99,12.13,1.51,2025,9,Sep 2025,Q3 2025,Sunday,13,Power Learner (8+),False
TT01675,U02825,CR00011,2025-05-13,326.02,PayPal,TC00042,davidford,34,Male,agonzales@gmail.com,26–35,Entrepreneurship 101,Business,Paid,Intermediate,326.02,11.31,2.69,2025,5,May 2025,Q2 2025,Tuesday,13,Power Learner (8+),False
TT01676,U02832,CR00030,2025-07-13,0.0,Credit Card,TC00042,charlesdouglas,31,Male,nbrooks@hotmail.com,26–35,Reinforcement Learning,Machine Learning,Free,Intermediate,0.0,38.49,1.73,2025,7,Jul 2025,Q3 2025,Sunday,11,Power Learner (8+),True
TT01677,U02832,CR00042,2025-02-11,0.0,Credit Card,TC00040,charlesdouglas,31,Male,nbrooks@hotmail.com,26–35,Investment Strategies,Finance,Free,Intermediate,0.0,34.83,4.1,2025,2,Feb 2025,Q1 2025,Tuesday,11,Power Learner (8+),True
TT01678,U02832,CR00022,2025-03-26,0.0,Credit Card,TC00040,charlesdouglas,31,Male,nbrooks@hotmail.com,26–35,Data Visualization,Data Science,Free,Beginner,0.0,32.64,3.65,2025,3,Mar 2025,Q1 2025,Wednesday,11,Power Learner (8+),True
TT01679,U02843,CR00034,2025-04-23,394.26,PayPal,TC00040,juliafritz,26,Male,perryjuan@outlook.com,26–35,Data Encryption,Cybersecurity,Paid,Intermediate,394.26,47.44,1.35,2025,4,Apr 2025,Q2 2025,Wednesday,14,Power Learner (8+),False
TT01680,U02843,CR00046,2025-01-13,248.1,Bank Transfer,TC00040,juliafritz,26,Male,perryjuan@outlook.com,26–35,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,2025,1,Jan 2025,Q1 2025,Monday,14,Power Learner (8+),False
TT01681,U02843,CR00024,2025-09-03,117.68,PayPal,TC00042,juliafritz,26,Male,perryjuan@outlook.com,26–35,Big Data Analytics,Data Science,Paid,Advanced,117.68,48.09,2.57,2025,9,Sep 2025,Q3 2025,Wednesday,14,Power Learner (8+),False
TT01682,U02844,CR00035,2025-08-03,0.0,PayPal,TC00040,marc84,21,Female,wwilkins@hotmail.com,18–25,Cyber Threat Intelligence,Cybersecurity,Free,Beginner,0.0,42.59,4.94,2025,8,Aug 2025,Q3 2025,Sunday,12,Power Learner (8+),True
TT01683,U02844,CR00046,2025-10-17,248.1,Credit Card,TC00040,marc84,21,Female,wwilkins@hotmail.com,18–25,AI for Beginners,Artificial Intelligence,Paid,Beginner,248.1,9.4,1.2,2025,10,Oct 2025,Q4 2025,Friday,12,Power Learner (8+),False
TT01684,U02844,CR00047,2025-05-15,89.59,Credit Card,TC00042,marc84,21,Female,wwilkins@hotmail.com,18–25,Natural Language Processing,Artificial Intelligence,Paid,Intermediate,89.59,1.55,2.68,2025,5,May 2025,Q2 2025,Thursday,12,Power Learner (8+),False
TT01685,U02844,CR00016,2025-03-24,0.0,Bank Transfer,TC00040,marc84,21,Female,wwilkins@hotmail.com,18–25,Digital Marketing,Marketing,Free,Intermediate,0.0,42.68,4.72,2025,3,Mar 2025,Q1 2025,Monday,12,Power Learner (8+),True
TT01686,U02850,CR00026,2025-10-30,0.0,PayPal,TC00042,umorales,25,Female,dgilbert@outlook.com,18–25,Intro to Machine Learning,Machine Learning,Free,Intermediate,0.0,47.7,4.73,2025,10,Oct 2025,Q4 2025,Thursday,13,Power Learner (8+),True
TT01687,U02850,CR00031,2025-10-09,0.0,PayPal,TC00040,umorales,25,Female,dgilbert@outlook.com,18–25,Network Security,Cybersecurity,Free,Intermediate,0.0,26.52,1.91,2025,10,Oct 2025,Q4 2025,Thursday,13,Power Learner (8+),True
TT01688,U02850,CR00057,2025-08-03,177.34,Credit Card,TC00040,umorales,25,Female,dgilbert@outlook.com,18–25,SEO for E-commerce,Digital Marketing,Paid,Advanced,177.34,49.73,3.89,2025,8,Aug 2025,Q3 2025,Sunday,13,Power Learner (8+),False
